Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%,Transfer_Value,Transfer_Value_Str
Martin Dúbravka,sk SVK,GK,Newcastle Utd,36,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,265,79.6,5932,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,0,350,262,337,14,0,0,N/A,N/A,202,N/A,0,0,0,0,175,0,N/A,0,0,18,4,0,100.0,2.3,€2.3M
Lewis Dunk,eng ENG,DF,Brighton,33,1993,0,0,5,0,0.8,0.5,20,142,3,0.0,0.0,0.04,0.02,N/A,0.14,0.0,12.1,1724,90.9,32037,N/A,N/A,N/A,6,154,6,0,N/A,N/A,N/A,N/A,17,10,N/A,8,26,17,9,12,2062,245,966,994,112,21,N/A,N/A,1302,N/A,18,0,8,3,1509,7,N/A,2,5,102,49,30,62.0,9.0,€9.0M
Jáder Durán,co COL,FW,Aston Villa,21,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.0,0.69,0.03,N/A,2.12,0.23,15.6,115,70.6,1558,N/A,N/A,N/A,4,10,1,0,N/A,N/A,N/A,N/A,8,7,N/A,3,5,0,5,0,263,13,36,110,122,47,N/A,N/A,133,N/A,7,2,16,15,192,14,N/A,5,3,19,19,19,50.0,8.4,€8.4M
Ederson,br BRA,GK,Manchester City,31,2050,0,4,3,0,0.0,1.5,0,1,0,0.0,0.18,0.0,0.07,N/A,0.0,N/A,N/A,730,88.2,17943,N/A,N/A,N/A,4,20,1,0,N/A,N/A,N/A,N/A,0,0,N/A,2,0,0,0,1,875,619,866,9,0,0,N/A,N/A,590,N/A,0,0,1,0,560,1,N/A,0,0,38,4,1,80.0,6.3,€6.3M
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,23,2142,6,9,1,0,4.0,4.7,84,52,177,0.25,0.38,0.17,0.2,N/A,0.8,0.16,17.2,452,64.9,6511,N/A,N/A,N/A,43,27,24,7,N/A,N/A,N/A,N/A,17,12,N/A,12,11,1,10,5,953,29,127,276,566,94,N/A,N/A,509,N/A,42,41,67,38,637,8,N/A,14,151,82,22,33,40.0,28.4,€28.4M
Harvey Elliott,eng ENG,"MF,FW",Liverpool,22,199,0,1,1,0,0.7,0.9,7,26,23,0.0,0.45,0.33,0.39,N/A,0.9,0.0,16.7,156,81.3,2693,N/A,N/A,N/A,6,15,4,0,N/A,N/A,N/A,N/A,4,3,N/A,3,4,1,3,1,220,2,20,96,105,15,N/A,N/A,128,N/A,8,5,2,4,165,0,N/A,1,10,10,1,2,33.3,2.2,€2.2M
Julio Enciso,py PAR,"MF,FW",Brighton,21,294,0,0,0,0,1.0,0.2,11,14,17,0.0,0.0,0.31,0.07,N/A,3.37,0.0,21.3,99,66.0,1464,N/A,N/A,N/A,5,13,4,1,N/A,N/A,N/A,N/A,0,0,N/A,2,2,0,2,0,202,2,17,72,116,20,N/A,N/A,114,N/A,10,4,7,9,141,3,N/A,0,20,15,6,5,54.5,3.3,€3.3M
Wataru Endo,jp JPN,MF,Liverpool,32,169,0,0,0,0,0.0,0.0,0,9,2,0.0,0.0,0.0,0.01,N/A,0.0,N/A,N/A,90,92.8,1447,N/A,N/A,N/A,1,9,1,0,N/A,N/A,N/A,N/A,8,6,N/A,3,5,0,5,3,130,5,31,77,23,2,N/A,N/A,52,N/A,0,1,6,2,81,14,N/A,0,0,7,2,3,40.0,1.0,€1.0M
Christian Eriksen,dk DEN,MF,Manchester Utd,33,994,0,1,4,0,0.3,2.6,10,49,29,0.0,0.09,0.03,0.24,N/A,0.09,0.0,24.8,548,79.5,9150,N/A,N/A,N/A,23,53,8,2,N/A,N/A,N/A,N/A,19,9,N/A,13,13,4,9,7,778,24,160,376,246,13,N/A,N/A,424,N/A,11,0,11,5,514,8,N/A,0,74,59,2,5,28.6,5.8,€5.8M
Pervis Estupiñán,ec ECU,DF,Brighton,27,2132,1,1,5,0,0.9,2.1,55,115,104,0.04,0.04,0.04,0.09,N/A,0.3,0.05,25.1,1205,83.3,18325,N/A,N/A,N/A,24,94,31,18,N/A,N/A,N/A,N/A,54,36,N/A,15,16,2,14,30,1702,68,424,843,452,29,N/A,N/A,914,N/A,53,9,30,25,1035,33,N/A,3,111,135,41,26,61.2,11.0,€11.0M
Evanilson,br BRA,FW,Bournemouth,25,1972,9,1,0,1,11.0,1.6,26,19,87,0.41,0.05,0.5,0.07,N/A,1.28,0.15,12.9,201,69.1,2409,N/A,N/A,N/A,23,14,2,0,N/A,N/A,N/A,N/A,14,9,N/A,4,10,2,8,0,479,22,49,183,250,113,N/A,N/A,279,N/A,15,14,31,22,337,31,N/A,17,0,56,38,56,40.4,26.4,€26.4M
Jonny Evans,nir NIR,DF,Manchester Utd,37,290,0,0,1,0,0.1,0.0,1,8,2,0.0,0.0,0.03,0.0,N/A,0.0,0.0,8.4,174,88.8,2809,N/A,N/A,N/A,0,9,1,0,N/A,N/A,N/A,N/A,7,5,N/A,2,2,1,1,4,223,30,125,91,11,2,N/A,N/A,128,N/A,0,0,1,0,137,5,N/A,0,0,15,8,3,72.7,1.1,€1.1M
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26,2337,4,8,1,0,8.2,5.2,65,85,141,0.15,0.31,0.31,0.2,N/A,0.92,0.04,21.5,707,74.6,11848,N/A,N/A,N/A,53,46,32,3,N/A,N/A,N/A,N/A,37,22,N/A,18,26,0,26,11,1289,15,172,611,537,86,N/A,N/A,771,N/A,43,21,52,44,840,11,N/A,9,100,128,6,36,14.3,26.4,€26.4M
Łukasz Fabiański,pl POL,GK,West Ham,40,1070,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,304,67.0,8756,N/A,N/A,N/A,0,4,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,488,382,483,5,0,0,N/A,N/A,258,N/A,0,0,0,0,227,2,N/A,0,0,5,2,1,66.7,2.4,€2.4M
Wout Faes,be BEL,DF,Leicester City,27,2455,1,0,4,0,1.4,0.1,12,74,1,0.04,0.0,0.05,0.0,N/A,0.04,0.09,10.0,1175,87.1,21767,N/A,N/A,N/A,4,76,6,0,N/A,N/A,N/A,N/A,38,23,N/A,20,45,33,12,26,1653,270,809,785,67,26,N/A,N/A,953,N/A,13,2,16,6,1085,21,N/A,1,5,84,41,34,54.7,10.7,€10.7M
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21,579,0,2,0,0,0.4,1.6,42,17,60,0.0,0.31,0.06,0.24,N/A,0.78,0.0,31.2,123,62.4,2150,N/A,N/A,N/A,6,7,7,2,N/A,N/A,N/A,N/A,21,15,N/A,8,7,0,7,4,326,19,73,114,157,26,N/A,N/A,217,N/A,24,15,18,12,216,11,N/A,2,30,38,14,13,51.9,6.7,€6.7M
João Félix,pt POR,"FW,MF",Chelsea,25,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/A,1.22,0.05,15.9,171,85.9,2588,N/A,N/A,N/A,6,22,8,0,N/A,N/A,N/A,N/A,8,3,N/A,4,2,0,2,3,272,2,26,128,125,30,N/A,N/A,193,N/A,13,5,6,4,218,6,N/A,1,0,22,4,5,44.4,4.0,€4.0M
Evan Ferguson,ie IRL,FW,Brighton,20,246,1,0,0,0,0.5,0.4,2,1,9,0.37,0.0,0.2,0.15,N/A,0.73,0.14,19.2,43,74.1,484,N/A,N/A,N/A,3,1,0,0,N/A,N/A,N/A,N/A,4,3,N/A,3,3,1,2,0,88,7,13,50,26,9,N/A,N/A,42,N/A,1,2,5,6,52,3,N/A,0,0,10,4,9,30.8,2.8,€2.8M
Bruno Fernandes,pt POR,MF,Manchester Utd,30,2758,8,9,4,2,9.5,7.6,65,281,118,0.26,0.29,0.31,0.25,N/A,0.82,0.06,21.9,1522,75.2,26743,N/A,N/A,N/A,84,176,73,11,N/A,N/A,N/A,N/A,76,47,N/A,46,32,4,28,25,2394,59,398,1130,888,71,N/A,N/A,1379,N/A,60,11,38,37,1665,26,N/A,2,172,192,21,28,42.9,17.6,€17.6M
Mateus Fernandes,pt POR,MF,Southampton,20,2584,2,3,8,0,3.7,2.6,72,130,99,0.07,0.1,0.13,0.09,N/A,0.49,0.05,18.6,977,79.7,16522,N/A,N/A,N/A,30,89,21,4,N/A,N/A,N/A,N/A,81,43,N/A,31,39,5,34,21,1577,57,336,774,503,45,N/A,N/A,814,N/A,65,8,50,33,976,40,N/A,3,102,162,13,9,59.1,17.2,€17.2M
Enzo Fernández,ar ARG,MF,Chelsea,24,2590,5,7,7,0,5.4,6.3,57,196,115,0.17,0.24,0.19,0.22,N/A,0.63,0.1,18.6,1397,80.0,24772,N/A,N/A,N/A,71,155,39,7,N/A,N/A,N/A,N/A,61,30,N/A,49,32,5,27,11,2021,32,309,1027,698,73,N/A,N/A,1115,N/A,53,8,27,27,1487,45,N/A,1,103,141,13,27,32.5,18.2,€18.2M
Mark Flekken,nl NED,GK,Brentford,31,2915,0,2,1,0,0.0,0.5,0,0,0,0.0,0.06,0.0,0.02,N/A,0.0,N/A,N/A,1144,73.3,33906,N/A,N/A,N/A,3,45,2,0,N/A,N/A,N/A,N/A,4,4,N/A,6,2,0,2,0,1662,1305,1615,52,0,0,N/A,N/A,1013,N/A,0,0,3,0,922,0,N/A,0,0,36,4,0,100.0,6.1,€6.1M
Phil Foden,eng ENG,"MF,FW",Manchester City,24,1693,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,N/A,0.85,0.13,18.5,743,84.0,11571,N/A,N/A,N/A,42,40,35,5,N/A,N/A,N/A,N/A,12,5,N/A,10,12,1,11,9,1076,13,81,375,629,79,N/A,N/A,677,N/A,30,15,35,30,842,5,N/A,3,73,59,3,8,27.3,22.2,€22.2M
Wesley Fofana,fr FRA,DF,Chelsea,24,1172,0,0,7,0,0.4,0.4,19,32,4,0.0,0.0,0.03,0.03,N/A,0.0,0.0,10.6,724,90.2,12262,N/A,N/A,N/A,6,54,1,0,N/A,N/A,N/A,N/A,13,12,N/A,8,14,9,5,14,933,81,370,523,55,10,N/A,N/A,557,N/A,12,1,16,5,665,24,N/A,0,1,54,27,12,69.2,6.5,€6.5M
Carlos Forbs,pt POR,"MF,FW",Wolves,21,239,0,0,2,0,0.1,0.0,10,8,28,0.0,0.0,0.05,0.01,N/A,0.0,0.0,19.1,60,65.9,788,N/A,N/A,N/A,1,2,3,1,N/A,N/A,N/A,N/A,8,5,N/A,2,3,0,3,1,121,3,23,39,60,13,N/A,N/A,75,N/A,3,8,7,4,85,2,N/A,0,9,11,1,3,25.0,2.6,€2.6M
Fraser Forster,eng ENG,GK,Tottenham,37,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,168,84.8,3349,N/A,N/A,N/A,0,1,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,228,212,228,0,0,0,N/A,N/A,113,N/A,0,0,1,0,94,0,N/A,0,0,1,1,0,100.0,1.6,€1.6M
Ryan Fraser,sct SCO,"FW,DF",Southampton,31,306,0,0,0,1,0.0,0.1,10,8,18,0.0,0.0,0.01,0.03,N/A,0.29,0.0,31.6,77,74.8,1121,N/A,N/A,N/A,2,3,1,0,N/A,N/A,N/A,N/A,6,2,N/A,2,1,1,0,1,131,12,45,50,37,3,N/A,N/A,74,N/A,5,2,4,2,94,1,N/A,1,12,10,2,3,40.0,2.7,€2.7M
Niclas Füllkrug,de GER,FW,West Ham,32,589,3,2,2,0,1.9,1.9,6,9,21,0.46,0.31,0.29,0.29,N/A,0.76,0.23,10.4,84,64.6,1125,N/A,N/A,N/A,13,8,4,0,N/A,N/A,N/A,N/A,2,2,N/A,1,1,0,1,0,184,14,17,92,76,32,N/A,N/A,73,N/A,3,2,12,5,130,14,N/A,7,1,10,26,36,41.9,5.7,€5.7M
Cody Gakpo,nl NED,FW,Liverpool,25,1627,9,3,5,0,6.4,3.5,48,51,240,0.5,0.17,0.35,0.19,N/A,1.11,0.18,15.1,415,76.0,5915,N/A,N/A,N/A,33,22,26,8,N/A,N/A,N/A,N/A,26,14,N/A,12,19,2,17,11,759,20,72,217,486,87,N/A,N/A,510,N/A,30,18,38,19,570,17,N/A,5,64,62,15,22,40.5,21.8,€21.8M
Idrissa Gana Gueye,sn SEN,MF,Everton,35,2705,0,3,8,0,1.1,1.7,24,126,23,0.0,0.1,0.04,0.06,N/A,0.17,0.0,25.2,1062,86.5,18071,N/A,N/A,N/A,19,130,10,3,N/A,N/A,N/A,N/A,123,74,N/A,33,44,9,35,41,1571,68,382,891,307,19,N/A,N/A,732,N/A,25,4,30,33,895,51,N/A,0,7,177,22,15,59.5,11.3,€11.3M
Andrés García,es ESP,"DF,MF",Aston Villa,22,318,0,0,0,0,0.0,0.2,26,15,28,0.0,0.0,0.01,0.05,N/A,0.0,0.0,26.6,174,86.6,2725,N/A,N/A,N/A,3,9,8,5,N/A,N/A,N/A,N/A,9,5,N/A,4,2,0,2,2,256,8,38,108,112,2,N/A,N/A,159,N/A,13,2,10,6,168,1,N/A,0,18,15,0,6,0.0,2.3,€2.3M
Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20,2056,5,1,2,0,7.0,3.6,134,54,274,0.22,0.04,0.31,0.16,N/A,1.23,0.06,17.1,600,79.1,8376,N/A,N/A,N/A,30,20,22,3,N/A,N/A,N/A,N/A,28,18,N/A,23,19,0,19,13,1078,13,120,340,636,164,N/A,N/A,783,N/A,70,65,61,47,829,11,N/A,10,50,103,3,23,11.5,27.5,€27.5M
James Garner,eng ENG,"MF,DF",Everton,24,1234,0,1,3,0,0.3,1.3,10,38,22,0.0,0.07,0.02,0.09,N/A,0.15,0.0,24.1,434,72.8,7598,N/A,N/A,N/A,11,39,5,2,N/A,N/A,N/A,N/A,37,23,N/A,16,14,3,11,16,734,32,187,360,194,9,N/A,N/A,336,N/A,13,1,11,7,386,16,N/A,0,50,60,10,8,55.6,8.8,€8.8M
Tyrique George,eng ENG,FW,Chelsea,19,103,1,1,1,0,0.2,0.7,9,2,18,0.87,0.87,0.17,0.63,N/A,0.87,0.33,15.0,38,82.6,494,N/A,N/A,N/A,5,0,1,0,N/A,N/A,N/A,N/A,2,0,N/A,1,0,0,0,1,56,1,10,14,33,8,N/A,N/A,38,N/A,1,5,1,0,44,2,N/A,1,3,3,0,3,0.0,1.2,€1.2M
Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25,2451,5,7,10,1,4.7,4.5,63,145,116,0.18,0.26,0.17,0.16,N/A,0.66,0.09,17.0,861,78.1,13218,N/A,N/A,N/A,46,114,35,7,N/A,N/A,N/A,N/A,39,18,N/A,15,14,4,10,18,1427,33,169,721,560,86,N/A,N/A,811,N/A,46,12,66,39,1071,33,N/A,7,37,114,37,47,44.0,17.5,€17.5M
Billy Gilmour,sct SCO,MF,Brighton,23,98,0,0,0,0,0.1,0.0,2,11,2,0.0,0.0,0.07,0.0,N/A,0.0,0.0,25.5,58,86.6,980,N/A,N/A,N/A,0,12,2,0,N/A,N/A,N/A,N/A,3,3,N/A,1,1,0,1,0,73,2,14,46,13,0,N/A,N/A,44,N/A,0,0,0,0,58,2,N/A,0,1,5,0,0,N/A,0.7,€0.7M
Ben Godfrey,eng ENG,DF,Ipswich Town,27,159,0,0,1,0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,47,82.5,657,N/A,N/A,N/A,0,5,1,0,N/A,N/A,N/A,N/A,1,0,N/A,0,1,1,0,2,68,6,26,33,9,1,N/A,N/A,33,N/A,2,0,2,1,42,1,N/A,0,0,2,3,0,100.0,0.8,€0.8M
João Gomes,br BRA,MF,Wolves,24,2781,3,1,10,1,2.7,1.2,53,148,68,0.1,0.03,0.09,0.04,N/A,0.23,0.09,18.1,1262,84.9,18027,N/A,N/A,N/A,22,107,22,1,N/A,N/A,N/A,N/A,105,62,N/A,60,42,4,38,25,1843,59,404,1014,451,42,N/A,N/A,957,N/A,50,6,38,49,1230,67,N/A,1,27,178,9,24,27.3,15.4,€15.4M
Rodrigo Gomes,pt POR,"DF,FW",Wolves,21,672,2,0,0,0,0.6,0.9,22,25,65,0.27,0.0,0.08,0.12,N/A,0.4,0.33,17.3,171,67.1,2520,N/A,N/A,N/A,12,10,12,4,N/A,N/A,N/A,N/A,21,13,N/A,9,8,1,7,5,348,23,85,118,152,26,N/A,N/A,178,N/A,17,7,17,7,203,3,N/A,0,19,24,6,15,28.6,7.8,€7.8M
Toti Gomes,pt POR,DF,Wolves,26,2344,0,1,6,0,0.7,0.9,21,67,15,0.0,0.04,0.03,0.04,N/A,0.08,0.0,11.6,1272,85.1,21197,N/A,N/A,N/A,9,72,5,3,N/A,N/A,N/A,N/A,53,38,N/A,7,28,17,11,23,1772,207,847,851,95,15,N/A,N/A,1028,N/A,18,0,16,13,1202,23,N/A,4,13,100,48,24,66.7,10.9,€10.9M
Diego Gómez,py PAR,MF,Brighton,22,440,0,0,0,0,0.4,0.5,5,20,14,0.0,0.0,0.09,0.1,N/A,0.0,0.0,21.5,206,79.8,3195,N/A,N/A,N/A,5,12,5,1,N/A,N/A,N/A,N/A,17,10,N/A,9,11,0,11,7,342,18,79,184,83,5,N/A,N/A,161,N/A,3,0,6,9,203,7,N/A,1,9,30,7,3,70.0,3.2,€3.2M
Joe Gomez,eng ENG,DF,Liverpool,27,519,0,0,1,0,0.3,0.1,5,35,2,0.0,0.0,0.06,0.02,N/A,0.35,0.0,11.9,377,88.7,6689,N/A,N/A,N/A,2,29,0,0,N/A,N/A,N/A,N/A,13,10,N/A,5,9,6,3,7,481,54,183,264,37,5,N/A,N/A,303,N/A,2,1,1,2,335,2,N/A,0,2,34,9,4,69.2,2.7,€2.7M
Nicolás González,es ESP,MF,Manchester City,23,648,0,0,3,0,0.3,0.1,5,46,10,0.0,0.0,0.04,0.01,N/A,0.0,0.0,19.3,520,92.9,7739,N/A,N/A,N/A,1,48,4,0,N/A,N/A,N/A,N/A,15,6,N/A,5,9,0,9,5,637,14,99,398,143,7,N/A,N/A,386,N/A,9,1,7,10,484,11,N/A,0,0,31,16,11,59.3,4.6,€4.6M
Anthony Gordon,eng ENG,FW,Newcastle Utd,24,2200,6,5,2,0,8.0,4.9,109,92,194,0.25,0.2,0.33,0.2,N/A,0.65,0.09,16.6,661,73.1,10125,N/A,N/A,N/A,50,59,50,16,N/A,N/A,N/A,N/A,31,17,N/A,22,24,2,22,6,1165,16,115,439,630,123,N/A,N/A,748,N/A,55,55,28,35,838,19,N/A,8,120,92,5,7,41.7,27.4,€27.4M
Ryan Gravenberch,nl NED,MF,Liverpool,22,2921,0,4,5,0,1.0,2.9,65,168,54,0.0,0.12,0.03,0.09,N/A,0.15,0.0,24.7,1595,88.9,23774,N/A,N/A,N/A,25,140,32,1,N/A,N/A,N/A,N/A,65,34,N/A,21,34,10,24,57,2176,104,446,1274,485,23,N/A,N/A,1286,N/A,71,9,48,21,1548,42,N/A,0,6,182,26,14,65.0,15.8,€15.8M
Archie Gray,eng ENG,"DF,MF",Tottenham,19,1391,0,0,0,0,0.0,0.1,5,32,15,0.0,0.0,0.0,0.01,N/A,0.06,0.0,24.6,912,88.6,15954,N/A,N/A,N/A,2,37,0,0,N/A,N/A,N/A,N/A,12,6,N/A,10,19,10,9,12,1138,134,546,520,82,2,N/A,N/A,798,N/A,5,0,9,10,860,9,N/A,0,12,57,9,8,52.9,10.7,€10.7M
Jack Grealish,eng ENG,"FW,MF",Manchester City,29,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/A,0.62,0.07,16.3,381,87.6,5676,N/A,N/A,N/A,24,23,16,0,N/A,N/A,N/A,N/A,9,5,N/A,3,12,2,10,2,519,14,40,162,324,71,N/A,N/A,375,N/A,23,46,10,16,422,5,N/A,0,20,26,1,7,12.5,7.1,€7.1M
Jacob Greaves,eng ENG,DF,Ipswich Town,24,1845,1,0,5,0,1.2,0.0,6,51,7,0.05,0.0,0.06,0.0,N/A,0.2,0.13,8.3,791,86.4,12967,N/A,N/A,N/A,2,59,1,0,N/A,N/A,N/A,N/A,31,14,N/A,9,36,24,12,18,1141,244,619,455,71,15,N/A,N/A,524,N/A,9,0,7,2,704,11,N/A,1,0,43,58,38,60.4,10.5,€10.5M
Brajan Gruda,de GER,"FW,MF",Brighton,20,507,0,3,0,0,0.4,1.2,16,17,47,0.0,0.53,0.07,0.22,N/A,0.36,0.0,16.8,138,73.4,1846,N/A,N/A,N/A,14,7,10,1,N/A,N/A,N/A,N/A,14,6,N/A,7,8,0,8,2,259,4,33,89,141,33,N/A,N/A,152,N/A,17,10,9,20,170,6,N/A,1,17,19,3,4,42.9,6.1,€6.1M
Albert Grønbaek,dk DEN,"FW,MF",Southampton,23,143,0,0,0,0,0.1,0.0,1,1,3,0.0,0.0,0.07,0.01,N/A,0.0,0.0,22.4,13,72.2,135,N/A,N/A,N/A,1,2,0,0,N/A,N/A,N/A,N/A,4,1,N/A,7,1,1,0,0,38,2,9,14,15,2,N/A,N/A,18,N/A,0,1,5,4,21,0,N/A,0,1,6,2,0,100.0,1.5,€1.5M
Gonçalo Guedes,pt POR,"MF,FW",Wolves,28,783,2,4,1,0,2.2,1.1,32,31,60,0.23,0.46,0.26,0.13,N/A,0.8,0.11,20.0,192,72.7,3194,N/A,N/A,N/A,11,13,17,5,N/A,N/A,N/A,N/A,14,4,N/A,12,9,0,9,5,375,4,43,165,180,28,N/A,N/A,230,N/A,21,5,33,14,255,14,N/A,3,17,34,3,11,21.4,8.4,€8.4M
Marc Guéhi,eng ENG,DF,Crystal Palace,24,2879,3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,N/A,0.22,0.21,10.3,1377,83.3,26335,N/A,N/A,N/A,12,127,11,3,N/A,N/A,N/A,N/A,56,31,N/A,15,53,22,31,25,1994,292,987,881,137,31,N/A,N/A,1065,N/A,17,1,16,16,1243,22,N/A,1,13,135,66,50,56.9,12.4,€12.4M
Luis Guilherme,br BRA,"MF,FW",West Ham,19,138,0,0,0,0,0.3,0.1,3,3,13,0.0,0.0,0.19,0.05,N/A,0.65,0.0,14.9,47,83.9,727,N/A,N/A,N/A,3,3,3,2,N/A,N/A,N/A,N/A,1,0,N/A,3,7,0,7,3,85,3,19,30,37,4,N/A,N/A,42,N/A,3,1,4,3,55,0,N/A,0,8,7,2,1,66.7,1.6,€1.6M
Bruno Guimarães,br BRA,MF,Newcastle Utd,27,2912,4,6,6,0,3.8,5.6,53,241,79,0.12,0.19,0.12,0.17,N/A,0.28,0.11,16.2,1305,82.1,21511,N/A,N/A,N/A,45,158,67,6,N/A,N/A,N/A,N/A,71,41,N/A,32,33,9,24,27,1965,74,397,1011,578,71,N/A,N/A,1275,N/A,39,11,51,73,1475,54,N/A,2,24,161,17,16,51.5,16.3,€16.3M
İlkay Gündoğan,de GER,MF,Manchester City,34,2050,0,5,1,0,2.7,2.8,57,115,86,0.0,0.22,0.12,0.12,N/A,0.22,0.0,18.3,1408,89.3,21666,N/A,N/A,N/A,37,97,21,2,N/A,N/A,N/A,N/A,24,13,N/A,13,14,0,14,13,1748,43,256,848,664,60,N/A,N/A,1035,N/A,52,9,27,24,1366,15,N/A,0,57,105,13,11,54.2,12.2,€12.2M
Malo Gusto,fr FRA,DF,Chelsea,21,1819,0,1,4,0,1.7,1.2,48,118,84,0.0,0.05,0.08,0.06,N/A,0.2,0.0,21.3,1168,86.4,19089,N/A,N/A,N/A,20,107,18,6,N/A,N/A,N/A,N/A,43,28,N/A,23,29,8,21,23,1553,57,375,752,438,42,N/A,N/A,861,N/A,35,8,16,17,1047,20,N/A,2,51,114,8,15,34.8,11.2,€11.2M
Joško Gvardiol,hr CRO,DF,Manchester City,23,3007,5,0,2,0,4.4,2.0,81,251,98,0.15,0.0,0.13,0.06,N/A,0.33,0.14,13.0,2321,90.9,37878,N/A,N/A,N/A,25,237,20,1,N/A,N/A,N/A,N/A,51,34,N/A,18,40,20,20,38,2903,142,725,1474,727,85,N/A,N/A,1886,N/A,92,13,25,16,2132,13,N/A,2,19,132,48,33,59.3,13.1,€13.1M
Erling Haaland,no NOR,FW,Manchester City,24,2480,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,0.1,N/A,1.96,0.19,12.2,225,66.0,2706,N/A,N/A,N/A,26,9,7,1,N/A,N/A,N/A,N/A,9,5,N/A,4,11,1,10,5,578,22,39,200,344,170,N/A,N/A,272,N/A,14,19,39,25,427,22,N/A,4,3,29,49,45,52.1,35.2,€35.2M
Lewis Hall,eng ENG,DF,Newcastle Utd,20,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,N/A,0.04,0.0,18.8,1300,81.7,21999,N/A,N/A,N/A,34,114,17,5,N/A,N/A,N/A,N/A,58,41,N/A,34,33,18,15,18,1820,95,623,804,414,47,N/A,N/A,950,N/A,22,13,33,20,1094,9,N/A,1,110,119,30,31,49.2,13.3,€13.3M
Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23,134,0,0,3,0,0.4,0.1,4,3,14,0.0,0.0,0.24,0.05,N/A,0.0,0.0,15.7,25,83.3,278,N/A,N/A,N/A,2,0,0,0,N/A,N/A,N/A,N/A,1,0,N/A,2,0,0,0,0,53,2,6,20,30,9,N/A,N/A,29,N/A,3,4,7,4,36,8,N/A,1,0,4,5,9,35.7,1.4,€1.4M
Jack Harrison,eng ENG,FW,Everton,28,1887,1,0,0,0,3.3,3.7,62,45,116,0.05,0.0,0.16,0.18,N/A,0.29,0.04,16.3,374,63.2,5976,N/A,N/A,N/A,32,26,24,10,N/A,N/A,N/A,N/A,30,21,N/A,26,18,2,16,9,862,31,144,304,421,62,N/A,N/A,473,N/A,32,14,50,37,556,13,N/A,4,115,65,4,26,13.3,19.4,€19.4M
Taylor Harwood-Bellis,eng ENG,DF,Southampton,23,2564,1,0,8,0,1.7,1.0,28,116,9,0.04,0.0,0.06,0.03,N/A,0.25,0.05,10.6,1742,88.0,32312,N/A,N/A,N/A,14,168,9,0,N/A,N/A,N/A,N/A,27,19,N/A,14,59,37,22,30,2268,306,1054,1051,172,38,N/A,N/A,1303,N/A,27,0,15,5,1640,32,N/A,0,9,115,52,40,56.5,11.8,€11.8M
