Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Harvey Elliott,eng ENG,"MF,FW",Liverpool,22,267,0,1,1,0,0.8,0.9,8,29,25,0.0,0.34,0.28,0.29,N/A,0.67,0.0,18.0,181,81.5,3087,N/A,N/A,N/A,6,18,4,0,N/A,N/A,N/A,N/A,4,3,N/A,4,5,1,4,1,257,2,21,115,122,18,N/A,N/A,147,N/A,9,5,4,4,193,0,N/A,1,10,10,1,2,33.3
Julio Enciso,py PAR,"MF,FW",Brighton,21,294,0,0,0,0,1.0,0.2,11,14,17,0.0,0.0,0.31,0.07,N/A,3.37,0.0,21.3,99,66.0,1464,N/A,N/A,N/A,5,13,4,1,N/A,N/A,N/A,N/A,0,0,N/A,2,2,0,2,0,202,2,17,72,116,20,N/A,N/A,114,N/A,10,4,7,9,141,3,N/A,0,20,15,6,5,54.5
Wataru Endo,jp JPN,MF,Liverpool,32,237,0,0,0,0,0.0,0.1,0,14,5,0.0,0.0,0.0,0.02,N/A,0.0,N/A,N/A,148,93.1,2295,N/A,N/A,N/A,2,14,1,0,N/A,N/A,N/A,N/A,11,8,N/A,4,7,1,6,3,196,7,49,110,38,3,N/A,N/A,88,N/A,0,1,6,3,138,14,N/A,0,0,12,2,3,40.0
Christian Eriksen,dk DEN,MF,Manchester Utd,33,1028,0,2,4,0,0.4,2.9,12,53,29,0.0,0.18,0.03,0.25,N/A,0.09,0.0,24.9,569,79.1,9538,N/A,N/A,N/A,27,53,11,4,N/A,N/A,N/A,N/A,19,9,N/A,15,14,4,10,7,811,24,163,388,264,15,N/A,N/A,450,N/A,13,1,11,5,541,8,N/A,0,78,59,2,6,25.0
Pervis Estupiñán,ec ECU,DF,Brighton,27,2222,1,1,5,0,1.1,2.1,55,116,107,0.04,0.04,0.04,0.08,N/A,0.28,0.04,24.5,1245,83.3,18925,N/A,N/A,N/A,24,97,32,18,N/A,N/A,N/A,N/A,58,39,N/A,15,16,2,14,34,1766,72,439,878,467,31,N/A,N/A,944,N/A,55,9,31,27,1070,33,N/A,3,114,136,43,26,62.3
Evanilson,br BRA,FW,Bournemouth,25,2058,10,1,1,1,11.6,1.6,28,24,88,0.44,0.04,0.51,0.07,N/A,1.27,0.15,13.0,215,70.0,2631,N/A,N/A,N/A,23,14,3,0,N/A,N/A,N/A,N/A,16,10,N/A,4,10,2,8,0,505,23,50,195,263,116,N/A,N/A,300,N/A,17,14,31,22,358,33,N/A,17,0,59,39,58,40.2
Jonny Evans,nir NIR,DF,Manchester Utd,37,290,0,0,1,0,0.1,0.0,1,8,2,0.0,0.0,0.03,0.0,N/A,0.0,0.0,8.4,174,88.8,2809,N/A,N/A,N/A,0,9,1,0,N/A,N/A,N/A,N/A,7,5,N/A,2,2,1,1,4,223,30,125,91,11,2,N/A,N/A,128,N/A,0,0,1,0,137,5,N/A,0,0,15,8,3,72.7
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26,2427,5,8,1,0,9.1,5.2,67,89,143,0.19,0.3,0.34,0.19,N/A,0.89,0.04,21.6,735,74.5,12395,N/A,N/A,N/A,54,47,35,4,N/A,N/A,N/A,N/A,37,22,N/A,18,27,0,27,11,1336,15,177,628,564,89,N/A,N/A,794,N/A,45,21,53,44,862,11,N/A,9,103,133,7,37,15.9
Łukasz Fabiański,pl POL,GK,West Ham,40,1070,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,304,67.0,8756,N/A,N/A,N/A,0,4,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,488,382,483,5,0,0,N/A,N/A,258,N/A,0,0,0,0,227,2,N/A,0,0,5,2,1,66.7
Wout Faes,be BEL,DF,Leicester City,27,2545,1,0,4,0,1.4,0.1,12,80,1,0.04,0.0,0.05,0.0,N/A,0.04,0.09,10.0,1252,87.7,23226,N/A,N/A,N/A,4,79,6,0,N/A,N/A,N/A,N/A,39,23,N/A,20,45,33,12,26,1735,277,852,824,67,26,N/A,N/A,1011,N/A,13,2,16,6,1154,21,N/A,1,5,87,41,34,54.7
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21,579,0,2,0,0,0.4,1.6,42,17,60,0.0,0.31,0.06,0.24,N/A,0.78,0.0,31.2,123,62.4,2150,N/A,N/A,N/A,6,7,7,2,N/A,N/A,N/A,N/A,21,15,N/A,8,7,0,7,4,326,19,73,114,157,26,N/A,N/A,217,N/A,24,15,18,12,216,11,N/A,2,30,38,14,13,51.9
João Félix,pt POR,"FW,MF",Chelsea,25,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/A,1.22,0.05,15.9,171,85.9,2588,N/A,N/A,N/A,6,22,8,0,N/A,N/A,N/A,N/A,8,3,N/A,4,2,0,2,3,272,2,26,128,125,30,N/A,N/A,193,N/A,13,5,6,4,218,6,N/A,1,0,22,4,5,44.4
Evan Ferguson,ie IRL,FW,Brighton,20,246,1,0,0,0,0.5,0.4,2,1,9,0.37,0.0,0.2,0.15,N/A,0.73,0.14,19.2,43,74.1,484,N/A,N/A,N/A,3,1,0,0,N/A,N/A,N/A,N/A,4,3,N/A,3,3,1,2,0,88,7,13,50,26,9,N/A,N/A,42,N/A,1,2,5,6,52,3,N/A,0,0,10,4,9,30.8
Bruno Fernandes,pt POR,MF,Manchester Utd,30,2758,8,9,4,2,9.5,7.6,65,281,118,0.26,0.29,0.31,0.25,N/A,0.82,0.06,21.9,1522,75.2,26743,N/A,N/A,N/A,84,176,73,11,N/A,N/A,N/A,N/A,76,47,N/A,46,32,4,28,25,2394,59,398,1130,888,71,N/A,N/A,1379,N/A,60,11,38,37,1665,26,N/A,2,172,192,21,28,42.9
Mateus Fernandes,pt POR,MF,Southampton,20,2640,2,3,8,0,3.8,2.6,73,131,102,0.07,0.1,0.13,0.09,N/A,0.48,0.05,18.5,1003,79.9,16952,N/A,N/A,N/A,31,91,21,4,N/A,N/A,N/A,N/A,86,46,N/A,31,40,6,34,21,1619,59,345,800,511,46,N/A,N/A,836,N/A,66,8,52,33,1000,42,N/A,4,104,165,13,9,59.1
Enzo Fernández,ar ARG,MF,Chelsea,24,2677,6,7,7,0,6.0,6.5,57,199,116,0.2,0.24,0.2,0.22,N/A,0.64,0.12,18.2,1429,80.0,25393,N/A,N/A,N/A,73,156,39,7,N/A,N/A,N/A,N/A,63,32,N/A,52,36,7,29,13,2070,36,327,1049,708,76,N/A,N/A,1135,N/A,53,8,27,27,1520,47,N/A,1,105,147,14,28,33.3
Mark Flekken,nl NED,GK,Brentford,31,3005,0,2,1,0,0.0,0.5,0,0,0,0.0,0.06,0.0,0.02,N/A,0.0,N/A,N/A,1179,73.4,34812,N/A,N/A,N/A,3,47,2,0,N/A,N/A,N/A,N/A,4,4,N/A,6,2,0,2,0,1707,1338,1660,52,0,0,N/A,N/A,1045,N/A,0,0,3,0,953,0,N/A,0,0,37,4,0,100.0
Phil Foden,eng ENG,"MF,FW",Manchester City,24,1693,7,2,2,0,5.1,4.7,47,95,119,0.37,0.11,0.27,0.25,N/A,0.85,0.13,18.5,743,84.0,11571,N/A,N/A,N/A,42,40,35,5,N/A,N/A,N/A,N/A,12,5,N/A,10,12,1,11,9,1076,13,81,375,629,79,N/A,N/A,677,N/A,30,15,35,30,842,5,N/A,3,73,59,3,8,27.3
Wesley Fofana,fr FRA,DF,Chelsea,24,1172,0,0,7,0,0.4,0.4,19,32,4,0.0,0.0,0.03,0.03,N/A,0.0,0.0,10.6,724,90.2,12262,N/A,N/A,N/A,6,54,1,0,N/A,N/A,N/A,N/A,13,12,N/A,8,14,9,5,14,933,81,370,523,55,10,N/A,N/A,557,N/A,12,1,16,5,665,24,N/A,0,1,54,27,12,69.2
Carlos Forbs,pt POR,"MF,FW",Wolves,21,239,0,0,2,0,0.1,0.0,10,8,28,0.0,0.0,0.05,0.01,N/A,0.0,0.0,19.1,60,65.9,788,N/A,N/A,N/A,1,2,3,1,N/A,N/A,N/A,N/A,8,5,N/A,2,3,0,3,1,121,3,23,39,60,13,N/A,N/A,75,N/A,3,8,7,4,85,2,N/A,0,9,11,1,3,25.0
Fraser Forster,eng ENG,GK,Tottenham,37,630,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,168,84.8,3349,N/A,N/A,N/A,0,1,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,228,212,228,0,0,0,N/A,N/A,113,N/A,0,0,1,0,94,0,N/A,0,0,1,1,0,100.0
Ryan Fraser,sct SCO,"FW,DF",Southampton,31,306,0,0,0,1,0.0,0.1,10,8,18,0.0,0.0,0.01,0.03,N/A,0.29,0.0,31.6,77,74.8,1121,N/A,N/A,N/A,2,3,1,0,N/A,N/A,N/A,N/A,6,2,N/A,2,1,1,0,1,131,12,45,50,37,3,N/A,N/A,74,N/A,5,2,4,2,94,1,N/A,1,12,10,2,3,40.0
Tyler Fredricson,eng ENG,DF,Manchester Utd,20,165,0,0,0,0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,110,90.2,1932,N/A,N/A,N/A,0,8,0,0,N/A,N/A,N/A,N/A,5,3,N/A,1,2,0,2,1,141,11,64,68,9,1,N/A,N/A,86,N/A,1,0,2,0,95,0,N/A,0,0,12,7,5,58.3
Niclas Füllkrug,de GER,FW,West Ham,32,668,3,2,2,0,2.0,1.9,6,11,25,0.4,0.27,0.27,0.25,N/A,0.67,0.21,10.2,102,65.4,1367,N/A,N/A,N/A,13,10,4,0,N/A,N/A,N/A,N/A,2,2,N/A,1,1,0,1,0,217,14,19,111,88,35,N/A,N/A,87,N/A,3,2,14,5,159,17,N/A,9,1,12,31,45,40.8
Cody Gakpo,nl NED,FW,Liverpool,26,1717,9,3,5,0,6.5,3.5,51,52,253,0.47,0.16,0.34,0.18,N/A,1.1,0.18,15.2,439,75.8,6279,N/A,N/A,N/A,33,22,27,8,N/A,N/A,N/A,N/A,26,14,N/A,12,19,2,17,11,795,21,75,230,506,90,N/A,N/A,540,N/A,32,20,38,20,606,17,N/A,5,68,66,15,24,38.5
Idrissa Gana Gueye,sn SEN,MF,Everton,35,2794,0,3,8,0,1.1,1.7,26,134,24,0.0,0.1,0.03,0.05,N/A,0.16,0.0,25.2,1116,86.5,18814,N/A,N/A,N/A,19,136,10,3,N/A,N/A,N/A,N/A,124,74,N/A,36,45,9,36,44,1640,69,385,943,321,20,N/A,N/A,781,N/A,27,4,32,33,943,51,N/A,0,7,180,23,15,60.5
Andrés García,es ESP,"DF,MF",Aston Villa,22,318,0,0,0,0,0.0,0.2,26,15,28,0.0,0.0,0.01,0.05,N/A,0.0,0.0,26.6,174,86.6,2725,N/A,N/A,N/A,3,9,8,5,N/A,N/A,N/A,N/A,9,5,N/A,4,2,0,2,2,256,8,38,108,112,2,N/A,N/A,159,N/A,13,2,10,6,168,1,N/A,0,18,15,0,6,0.0
Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20,2146,6,2,3,0,7.2,4.5,139,56,281,0.25,0.08,0.3,0.19,N/A,1.22,0.07,17.2,635,79.1,8921,N/A,N/A,N/A,35,21,24,4,N/A,N/A,N/A,N/A,29,18,N/A,24,19,0,19,13,1132,13,128,360,662,170,N/A,N/A,819,N/A,72,66,63,48,864,12,N/A,10,52,108,3,23,11.5
James Garner,eng ENG,"MF,DF",Everton,24,1324,0,1,3,0,0.3,1.3,12,46,22,0.0,0.07,0.02,0.09,N/A,0.14,0.0,24.1,504,75.0,8821,N/A,N/A,N/A,12,50,6,3,N/A,N/A,N/A,N/A,41,27,N/A,16,15,3,12,17,819,36,196,417,213,9,N/A,N/A,399,N/A,15,1,12,7,451,18,N/A,0,52,64,10,8,55.6
Tyrique George,eng ENG,FW,Chelsea,19,103,1,1,1,0,0.2,0.7,9,2,18,0.87,0.87,0.17,0.63,N/A,0.87,0.33,15.0,38,82.6,494,N/A,N/A,N/A,5,0,1,0,N/A,N/A,N/A,N/A,2,0,N/A,1,0,0,0,1,56,1,10,14,33,8,N/A,N/A,38,N/A,1,5,1,0,44,2,N/A,1,3,3,0,3,0.0
Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25,2541,5,7,11,1,4.7,4.5,64,153,118,0.18,0.25,0.17,0.16,N/A,0.64,0.09,17.0,897,78.0,13817,N/A,N/A,N/A,48,117,37,8,N/A,N/A,N/A,N/A,40,19,N/A,15,16,4,12,20,1484,34,175,752,581,86,N/A,N/A,829,N/A,47,12,66,39,1109,34,N/A,7,39,118,39,48,44.8
Billy Gilmour,sct SCO,MF,Brighton,23,98,0,0,0,0,0.1,0.0,2,11,2,0.0,0.0,0.07,0.0,N/A,0.0,0.0,25.5,58,86.6,980,N/A,N/A,N/A,0,12,2,0,N/A,N/A,N/A,N/A,3,3,N/A,1,1,0,1,0,73,2,14,46,13,0,N/A,N/A,44,N/A,0,0,0,0,58,2,N/A,0,1,5,0,0,N/A
Ben Godfrey,eng ENG,DF,Ipswich Town,27,159,0,0,1,0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,47,82.5,657,N/A,N/A,N/A,0,5,1,0,N/A,N/A,N/A,N/A,1,0,N/A,0,1,1,0,2,68,6,26,33,9,1,N/A,N/A,33,N/A,2,0,2,1,42,1,N/A,0,0,2,3,0,100.0
João Gomes,br BRA,MF,Wolves,24,2781,3,1,10,1,2.7,1.2,53,148,68,0.1,0.03,0.09,0.04,N/A,0.23,0.09,18.1,1262,84.9,18027,N/A,N/A,N/A,22,107,22,1,N/A,N/A,N/A,N/A,105,62,N/A,60,42,4,38,25,1843,59,404,1014,451,42,N/A,N/A,957,N/A,50,6,38,49,1230,67,N/A,1,27,178,9,24,27.3
Rodrigo Gomes,pt POR,"DF,FW",Wolves,21,672,2,0,0,0,0.6,0.9,22,25,65,0.27,0.0,0.08,0.12,N/A,0.4,0.33,17.3,171,67.1,2520,N/A,N/A,N/A,12,10,12,4,N/A,N/A,N/A,N/A,21,13,N/A,9,8,1,7,5,348,23,85,118,152,26,N/A,N/A,178,N/A,17,7,17,7,203,3,N/A,0,19,24,6,15,28.6
Toti Gomes,pt POR,DF,Wolves,26,2344,0,1,6,0,0.7,0.9,21,67,15,0.0,0.04,0.03,0.04,N/A,0.08,0.0,11.6,1272,85.1,21197,N/A,N/A,N/A,9,72,5,3,N/A,N/A,N/A,N/A,53,38,N/A,7,28,17,11,23,1772,207,847,851,95,15,N/A,N/A,1028,N/A,18,0,16,13,1202,23,N/A,4,13,100,48,24,66.7
Diego Gómez,py PAR,MF,Brighton,22,441,0,0,0,0,0.7,0.5,5,20,14,0.0,0.0,0.15,0.1,N/A,0.0,0.0,19.4,206,78.9,3195,N/A,N/A,N/A,5,12,5,1,N/A,N/A,N/A,N/A,17,10,N/A,9,11,0,11,7,346,18,79,186,85,6,N/A,N/A,163,N/A,3,0,6,9,206,7,N/A,1,9,30,8,4,66.7
Joe Gomez,eng ENG,DF,Liverpool,27,519,0,0,1,0,0.3,0.1,5,35,2,0.0,0.0,0.06,0.02,N/A,0.35,0.0,11.9,377,88.7,6689,N/A,N/A,N/A,2,29,0,0,N/A,N/A,N/A,N/A,13,10,N/A,5,9,6,3,7,481,54,183,264,37,5,N/A,N/A,303,N/A,2,1,1,2,335,2,N/A,0,2,34,9,4,69.2
Nicolás González,es ESP,MF,Manchester City,23,648,0,0,3,0,0.3,0.1,5,46,10,0.0,0.0,0.04,0.01,N/A,0.0,0.0,19.3,520,92.9,7739,N/A,N/A,N/A,1,48,4,0,N/A,N/A,N/A,N/A,15,6,N/A,5,9,0,9,5,637,14,99,398,143,7,N/A,N/A,386,N/A,9,1,7,10,484,11,N/A,0,0,31,16,11,59.3
Anthony Gordon,eng ENG,FW,Newcastle Utd,24,2235,6,5,2,0,8.0,4.9,111,93,197,0.24,0.2,0.32,0.2,N/A,0.64,0.09,16.8,671,73.3,10367,N/A,N/A,N/A,50,61,52,17,N/A,N/A,N/A,N/A,31,17,N/A,22,24,2,22,6,1178,16,115,444,638,123,N/A,N/A,758,N/A,56,55,28,35,851,19,N/A,8,122,92,6,7,46.2
Ryan Gravenberch,nl NED,MF,Liverpool,22,2921,0,4,5,0,1.0,2.9,65,168,54,0.0,0.12,0.03,0.09,N/A,0.15,0.0,24.7,1595,88.9,23774,N/A,N/A,N/A,25,140,32,1,N/A,N/A,N/A,N/A,65,34,N/A,21,34,10,24,57,2176,104,446,1274,485,23,N/A,N/A,1286,N/A,71,9,48,21,1548,42,N/A,0,6,182,26,14,65.0
Archie Gray,eng ENG,"DF,MF",Tottenham,19,1481,0,0,0,0,0.0,0.1,6,34,15,0.0,0.0,0.0,0.01,N/A,0.06,0.0,24.6,939,88.2,16414,N/A,N/A,N/A,2,39,0,0,N/A,N/A,N/A,N/A,13,7,N/A,10,19,10,9,13,1179,139,564,537,88,2,N/A,N/A,816,N/A,5,0,9,10,881,9,N/A,0,13,59,10,9,52.6
Jack Grealish,eng ENG,"FW,MF",Manchester City,29,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/A,0.62,0.07,16.3,381,87.6,5676,N/A,N/A,N/A,24,23,16,0,N/A,N/A,N/A,N/A,9,5,N/A,3,12,2,10,2,519,14,40,162,324,71,N/A,N/A,375,N/A,23,46,10,16,422,5,N/A,0,20,26,1,7,12.5
Jacob Greaves,eng ENG,DF,Ipswich Town,24,1935,1,0,5,0,1.2,0.0,7,53,8,0.05,0.0,0.06,0.0,N/A,0.19,0.13,8.3,827,86.2,13641,N/A,N/A,N/A,2,63,1,0,N/A,N/A,N/A,N/A,36,19,N/A,12,36,24,12,18,1202,253,649,482,75,17,N/A,N/A,538,N/A,9,0,8,2,739,12,N/A,1,1,48,65,38,63.1
Brajan Gruda,de GER,"FW,MF",Brighton,20,508,0,3,0,0,0.4,1.5,16,17,47,0.0,0.53,0.07,0.27,N/A,0.35,0.0,16.8,139,73.5,1879,N/A,N/A,N/A,15,7,10,1,N/A,N/A,N/A,N/A,14,6,N/A,7,8,0,8,2,262,4,33,89,144,33,N/A,N/A,152,N/A,17,10,9,20,170,6,N/A,1,18,19,3,4,42.9
Albert Grønbaek,dk DEN,"FW,MF",Southampton,23,143,0,0,0,0,0.1,0.0,1,1,3,0.0,0.0,0.07,0.01,N/A,0.0,0.0,22.4,13,72.2,135,N/A,N/A,N/A,1,2,0,0,N/A,N/A,N/A,N/A,4,1,N/A,7,1,1,0,0,38,2,9,14,15,2,N/A,N/A,18,N/A,0,1,5,4,21,0,N/A,0,1,6,2,0,100.0
Gonçalo Guedes,pt POR,"MF,FW",Wolves,28,783,2,4,1,0,2.2,1.1,32,31,60,0.23,0.46,0.26,0.13,N/A,0.8,0.11,20.0,192,72.7,3194,N/A,N/A,N/A,11,13,17,5,N/A,N/A,N/A,N/A,14,4,N/A,12,9,0,9,5,375,4,43,165,180,28,N/A,N/A,230,N/A,21,5,33,14,255,14,N/A,3,17,34,3,11,21.4
Marc Guéhi,eng ENG,DF,Crystal Palace,24,2969,3,2,9,1,2.0,1.5,22,128,10,0.09,0.06,0.06,0.05,N/A,0.21,0.2,10.7,1419,83.3,27112,N/A,N/A,N/A,15,130,11,3,N/A,N/A,N/A,N/A,56,31,N/A,16,54,22,32,25,2056,298,1007,914,146,38,N/A,N/A,1099,N/A,17,1,16,17,1283,23,N/A,1,13,137,68,57,54.4
Luis Guilherme,br BRA,"MF,FW",West Ham,19,138,0,0,0,0,0.3,0.1,3,3,13,0.0,0.0,0.19,0.05,N/A,0.65,0.0,14.9,47,83.9,727,N/A,N/A,N/A,3,3,3,2,N/A,N/A,N/A,N/A,1,0,N/A,3,7,0,7,3,85,3,19,30,37,4,N/A,N/A,42,N/A,3,1,4,3,55,0,N/A,0,8,7,2,1,66.7
Bruno Guimarães,br BRA,MF,Newcastle Utd,27,3002,4,6,6,0,3.9,5.8,54,247,81,0.12,0.18,0.12,0.17,N/A,0.3,0.1,16.3,1334,82.1,22040,N/A,N/A,N/A,47,162,70,6,N/A,N/A,N/A,N/A,75,43,N/A,33,34,9,25,27,2013,75,409,1035,592,74,N/A,N/A,1298,N/A,40,12,53,73,1507,57,N/A,2,25,167,18,17,51.4
İlkay Gündoğan,de GER,MF,Manchester City,34,2050,0,5,1,0,2.7,2.8,57,115,86,0.0,0.22,0.12,0.12,N/A,0.22,0.0,18.3,1408,89.3,21666,N/A,N/A,N/A,37,97,21,2,N/A,N/A,N/A,N/A,24,13,N/A,13,14,0,14,13,1748,43,256,848,664,60,N/A,N/A,1035,N/A,52,9,27,24,1366,15,N/A,0,57,105,13,11,54.2
Malo Gusto,fr FRA,DF,Chelsea,21,1832,0,1,4,0,1.7,1.3,49,119,84,0.0,0.05,0.08,0.06,N/A,0.2,0.0,21.3,1176,86.5,19189,N/A,N/A,N/A,21,109,18,6,N/A,N/A,N/A,N/A,43,28,N/A,23,29,8,21,23,1563,60,378,758,440,43,N/A,N/A,865,N/A,35,8,16,17,1053,20,N/A,2,51,116,8,15,34.8
Joško Gvardiol,hr CRO,DF,Manchester City,23,3007,5,0,2,0,4.4,2.0,81,251,98,0.15,0.0,0.13,0.06,N/A,0.33,0.14,13.0,2321,90.9,37878,N/A,N/A,N/A,25,237,20,1,N/A,N/A,N/A,N/A,51,34,N/A,18,40,20,20,38,2903,142,725,1474,727,85,N/A,N/A,1886,N/A,92,13,25,16,2132,13,N/A,2,19,132,48,33,59.3
Erling Haaland,no NOR,FW,Manchester City,24,2480,21,3,2,0,20.8,2.8,19,18,103,0.76,0.11,0.76,0.1,N/A,1.96,0.19,12.2,225,66.0,2706,N/A,N/A,N/A,26,9,7,1,N/A,N/A,N/A,N/A,9,5,N/A,4,11,1,10,5,578,22,39,200,344,170,N/A,N/A,272,N/A,14,19,39,25,427,22,N/A,4,3,29,49,45,52.1
Lewis Hall,eng ENG,DF,Newcastle Utd,20,2189,0,4,3,0,0.4,4.3,41,123,80,0.0,0.16,0.02,0.18,N/A,0.04,0.0,18.8,1300,81.7,21999,N/A,N/A,N/A,34,114,17,5,N/A,N/A,N/A,N/A,58,41,N/A,34,33,18,15,18,1820,95,623,804,414,47,N/A,N/A,950,N/A,22,13,33,20,1094,9,N/A,1,110,119,30,31,49.2
Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23,134,0,0,3,0,0.4,0.1,4,3,14,0.0,0.0,0.24,0.05,N/A,0.0,0.0,15.7,25,83.3,278,N/A,N/A,N/A,2,0,0,0,N/A,N/A,N/A,N/A,1,0,N/A,2,0,0,0,0,53,2,6,20,30,9,N/A,N/A,29,N/A,3,4,7,4,36,8,N/A,1,0,4,5,9,35.7
Jack Harrison,eng ENG,FW,Everton,28,1900,1,0,0,0,3.3,3.7,64,45,116,0.05,0.0,0.16,0.17,N/A,0.28,0.04,16.3,379,63.1,6064,N/A,N/A,N/A,32,26,25,11,N/A,N/A,N/A,N/A,30,21,N/A,26,18,2,16,9,871,31,144,305,429,62,N/A,N/A,479,N/A,34,14,50,37,562,13,N/A,4,118,65,4,26,13.3
Taylor Harwood-Bellis,eng ENG,DF,Southampton,23,2654,1,0,9,0,1.8,1.0,29,119,9,0.03,0.0,0.06,0.03,N/A,0.27,0.05,10.6,1807,87.9,33577,N/A,N/A,N/A,14,171,10,1,N/A,N/A,N/A,N/A,27,19,N/A,15,60,38,22,30,2349,313,1089,1092,178,40,N/A,N/A,1361,N/A,27,0,15,5,1704,34,N/A,0,10,120,56,42,57.1
Kai Havertz,de GER,"FW,MF",Arsenal,25,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/A,1.03,0.17,11.7,401,78.5,4833,N/A,N/A,N/A,16,26,8,1,N/A,N/A,N/A,N/A,16,9,N/A,11,22,4,18,6,768,31,88,282,403,103,N/A,N/A,411,N/A,23,18,42,22,575,36,N/A,14,11,39,62,73,45.9
Ayden Heaven,eng ENG,DF,Manchester Utd,18,95,0,0,0,0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,40,81.6,695,N/A,N/A,N/A,0,2,0,0,N/A,N/A,N/A,N/A,3,3,N/A,0,2,2,0,1,67,21,42,23,3,1,N/A,N/A,42,N/A,1,0,2,1,40,2,N/A,0,0,4,1,2,33.3
Jan Paul van Hecke,nl NED,DF,Brighton,24,2688,1,1,8,1,1.3,1.5,53,216,5,0.03,0.03,0.04,0.05,N/A,0.17,0.06,14.1,1839,87.9,36200,N/A,N/A,N/A,13,207,16,4,N/A,N/A,N/A,N/A,40,26,N/A,18,32,19,13,23,2373,250,1006,1233,154,30,N/A,N/A,1572,N/A,42,0,12,7,1665,23,N/A,0,11,120,78,48,61.9
Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29,651,2,0,0,0,0.8,0.1,15,12,41,0.28,0.0,0.11,0.02,N/A,0.41,0.4,17.4,159,81.5,2061,N/A,N/A,N/A,3,7,4,2,N/A,N/A,N/A,N/A,6,4,N/A,4,9,0,9,2,262,9,41,99,124,24,N/A,N/A,151,N/A,5,7,14,10,174,6,N/A,0,8,27,3,9,25.0
Dean Henderson,eng ENG,GK,Crystal Palace,28,3150,0,0,3,0,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,14.9,682,61.4,18786,N/A,N/A,N/A,2,21,1,0,N/A,N/A,N/A,N/A,2,1,N/A,4,0,0,0,0,1200,974,1195,4,1,1,N/A,N/A,689,N/A,0,0,2,0,523,0,N/A,0,0,25,11,1,91.7
Mads Hermansen,dk DEN,GK,Leicester City,24,2385,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,654,61.0,17066,N/A,N/A,N/A,0,20,1,0,N/A,N/A,N/A,N/A,1,1,N/A,0,1,0,1,0,1147,831,1106,43,0,0,N/A,N/A,734,N/A,0,0,1,0,625,0,N/A,0,0,17,4,1,80.0
Son Heung-min,kr KOR,FW,Tottenham,32,2004,7,9,1,0,7.0,8.2,87,104,259,0.31,0.4,0.31,0.37,N/A,1.08,0.11,17.0,703,79.0,9833,N/A,N/A,N/A,50,36,51,6,N/A,N/A,N/A,N/A,17,9,N/A,18,10,0,10,5,1093,15,110,347,646,117,N/A,N/A,732,N/A,45,40,25,29,837,5,N/A,11,75,81,6,11,35.3
